NIM,ANGKATAN,IPK,IPK LULUS,SKS TEMPUH,SKS LULUS,SKS TOTAL,IP SEMESTER 1,IP SEMESTER 2,IP SEMESTER 3,IP SEMESTER 4,IP SEMESTER 5,SKS TEMPUH SEMESTER 1,SKS TEMPUH SEMESTER 2,SKS TEMPUH SEMESTER 3,SKS TEMPUH SEMESTER 4,SKS TEMPUH SEMESTER 5,JUMLAH MATKUL YANG DI ULANG,JUMLAH CUTI (SEMESTER),status_kelulusan
204032001,2020,3.63,3.63,175.0,150.0,150.0,3.79,3.51,3.36,3.59,3.15,19.0,40.0,63.0,85.0,109.0,3,0,Tidak Tepat Waktu
204032003,2020,3.56,3.56,174.0,150.0,150.0,3.83,3.56,3.44,3.47,3.34,19.0,40.0,63.0,85.0,109.0,3,0,Tidak Tepat Waktu
204032009,2020,3.38,3.38,170.0,150.0,150.0,3.42,3.11,3.31,3.16,3.3,19.0,40.0,63.0,85.0,109.0,3,0,Tidak Tepat Waktu
204032010,2020,3.67,3.67,172.0,150.0,150.0,3.81,3.54,3.47,3.56,3.59,19.0,40.0,63.0,85.0,109.0,2,0,Tidak Tepat Waktu
204032011,2020,3.42,3.42,177.0,150.0,150.0,3.65,3.34,3.2,3.02,3.32,19.0,40.0,63.0,85.0,109.0,4,0,Tidak Tepat Waktu
204032016,2020,3.73,3.73,174.0,150.0,150.0,3.84,3.64,3.73,3.66,3.65,19.0,40.0,63.0,85.0,109.0,3,0,Tidak Tepat Waktu
204032019,2020,3.41,3.41,180.0,150.0,150.0,3.7,3.47,3.23,2.37,3.22,19.0,40.0,63.0,85.0,106.0,5,0,Tidak Tepat Waktu
204032020,2020,3.77,3.77,172.0,150.0,150.0,3.77,3.64,3.76,3.77,3.71,19.0,40.0,63.0,85.0,109.0,2,0,Tidak Tepat Waktu
204032021,2020,3.69,3.69,174.0,150.0,150.0,3.79,3.72,3.63,3.63,3.52,19.0,40.0,63.0,85.0,109.0,3,0,Tidak Tepat Waktu
204042001,2020,3.54,3.54,160.0,146.0,146.0,3.34,3.31,3.59,3.43,3.54,22.0,43.0,63.0,85.0,106.0,2,0,Tidak Tepat Waktu
204042002,2020,3.59,3.59,160.0,146.0,146.0,3.51,3.44,3.69,3.41,3.54,22.0,43.0,63.0,85.0,106.0,2,0,Tidak Tepat Waktu
204042003,2020,3.6,3.6,160.0,146.0,146.0,3.5,3.41,3.66,3.59,3.49,22.0,43.0,63.0,85.0,106.0,2,0,Tidak Tepat Waktu
204042006,2020,3.61,3.61,160.0,146.0,146.0,3.52,3.45,3.72,3.49,3.54,22.0,43.0,63.0,85.0,106.0,2,0,Tidak Tepat Waktu
204042011,2020,3.53,3.53,160.0,146.0,146.0,3.34,3.26,3.64,3.43,3.46,22.0,43.0,63.0,85.0,106.0,2,0,Tidak Tepat Waktu
204042019,2020,3.57,3.57,160.0,146.0,146.0,3.42,3.39,3.66,3.5,3.49,22.0,43.0,63.0,85.0,106.0,1,0,Tidak Tepat Waktu
