NIM,ANGKATAN,IPK,IPK LULUS,SKS TEMPUH,SKS LULUS,SKS TOTAL,IP SEMESTER 1,IP SEMESTER 2,IP SEMESTER 3,IP SEMESTER 4,IP SEMESTER 5,SKS TEMPUH SEMESTER 1,SKS TEMPUH SEMESTER 2,SKS TEMPUH SEMESTER 3,SKS TEMPUH SEMESTER 4,SKS TEMPUH SEMESTER 5,JUMLAH MATKUL YANG DI ULANG,JUMLAH CUTI (SEMESTER),status_kelulusan
201052018,2020,3.63,3.63,153.0,147.0,147.0,3.61,3.37,3.68,3.63,3.63,22.0,44.0,67.0,91.0,114.0,0,0,Tidak Tepat Waktu
201052019,2020,3.62,3.62,166.0,147.0,147.0,3.35,3.14,3.62,3.38,3.63,22.0,44.0,67.0,91.0,114.0,4,0,Tidak Tepat Waktu
201052023,2020,3.75,3.75,158.0,147.0,147.0,3.72,3.46,3.79,3.67,3.87,22.0,44.0,67.0,91.0,114.0,1,0,Tidak Tepat Waktu
201052029,2020,3.7,3.7,153.0,147.0,147.0,3.61,3.65,3.68,3.52,3.87,22.0,44.0,67.0,91.0,114.0,0,0,Tidak Tepat Waktu
201052030,2020,3.64,3.64,161.0,147.0,147.0,3.58,3.29,3.77,3.38,3.83,22.0,44.0,67.0,91.0,114.0,1,0,Tidak Tepat Waktu
201052031,2020,3.79,3.79,153.0,147.0,147.0,3.79,3.72,3.77,3.67,3.83,22.0,44.0,67.0,91.0,114.0,0,0,Tidak Tepat Waktu
201052032,2020,3.72,3.72,153.0,147.0,147.0,3.67,3.55,3.73,3.65,3.87,22.0,44.0,67.0,91.0,114.0,0,0,Tidak Tepat Waktu
201052034,2020,3.65,3.65,155.0,147.0,147.0,3.58,3.31,3.77,3.5,3.72,22.0,44.0,67.0,91.0,114.0,0,0,Tidak Tepat Waktu
201052035,2020,3.69,3.69,156.0,147.0,147.0,3.58,3.5,3.75,3.57,3.83,22.0,44.0,67.0,91.0,114.0,1,0,Tidak Tepat Waktu
201052039,2020,3.82,3.82,153.0,147.0,147.0,3.79,3.75,3.82,3.73,3.91,22.0,44.0,67.0,91.0,114.0,0,0,Tidak Tepat Waktu
201052045,2020,3.85,3.85,153.0,147.0,147.0,3.88,3.53,3.97,3.84,3.89,22.0,44.0,67.0,91.0,114.0,0,0,Tidak Tepat Waktu
201052046,2020,3.59,3.59,155.0,147.0,147.0,3.62,3.35,3.68,3.4,3.59,22.0,44.0,67.0,91.0,114.0,0,0,Tidak Tepat Waktu
201052051,2020,3.62,3.62,155.0,147.0,147.0,3.6,3.29,3.73,3.63,3.72,22.0,44.0,67.0,91.0,114.0,0,0,Tidak Tepat Waktu
201052052,2020,3.58,3.58,157.0,147.0,147.0,3.64,3.09,3.6,3.44,3.63,22.0,44.0,67.0,91.0,114.0,1,0,Tidak Tepat Waktu
201052053,2020,3.68,3.68,158.0,147.0,147.0,3.61,3.15,3.71,3.61,3.76,22.0,44.0,67.0,91.0,114.0,2,0,Tidak Tepat Waktu
201052054,2020,3.63,3.63,157.0,147.0,147.0,3.59,3.4,3.4,3.54,3.63,22.0,44.0,67.0,91.0,114.0,1,0,Tidak Tepat Waktu
201052055,2020,3.66,3.66,155.0,147.0,147.0,3.55,3.52,3.73,3.61,3.72,22.0,44.0,67.0,91.0,114.0,0,0,Tidak Tepat Waktu
201052058,2020,3.69,3.69,155.0,147.0,147.0,3.66,3.55,3.75,3.65,3.63,22.0,44.0,67.0,91.0,114.0,0,0,Tidak Tepat Waktu
201052062,2020,3.64,3.64,155.0,147.0,147.0,3.5,3.25,3.7,3.61,3.83,22.0,44.0,67.0,91.0,114.0,1,0,Tidak Tepat Waktu
201052063,2020,3.67,3.67,153.0,147.0,147.0,3.67,3.49,3.62,3.54,3.72,22.0,44.0,67.0,91.0,114.0,0,0,Tidak Tepat Waktu
201052070,2020,3.63,3.63,155.0,147.0,147.0,3.56,3.38,3.7,3.57,3.68,22.0,44.0,67.0,91.0,114.0,0,0,Tidak Tepat Waktu
201052071,2020,3.6,3.6,157.0,147.0,147.0,3.55,3.18,3.47,3.72,3.65,22.0,44.0,67.0,88.0,111.0,0,0,Tidak Tepat Waktu
201052075,2020,3.71,3.71,153.0,147.0,147.0,3.64,3.46,3.71,3.75,3.78,22.0,44.0,67.0,91.0,114.0,0,0,Tidak Tepat Waktu
201052080,2020,3.72,3.72,155.0,147.0,147.0,3.78,3.49,3.81,3.59,3.74,22.0,44.0,67.0,91.0,114.0,0,0,Tidak Tepat Waktu
201052083,2020,3.76,3.76,156.0,147.0,147.0,3.79,3.56,3.75,3.67,3.78,22.0,44.0,67.0,91.0,114.0,1,0,Tidak Tepat Waktu
201052085,2020,3.6,3.6,159.0,147.0,147.0,3.32,3.31,3.62,3.52,3.63,22.0,44.0,67.0,91.0,114.0,2,0,Tidak Tepat Waktu
201052090,2020,3.7,3.7,158.0,147.0,147.0,3.59,3.61,3.94,3.15,0.0,22.0,44.0,67.0,91.0,91.0,1,1,Tidak Tepat Waktu
201062012,2020,3.56,3.56,158.0,147.0,147.0,3.5,3.44,3.77,3.05,3.37,21.0,43.0,66.0,90.0,112.0,3,0,Tidak Tepat Waktu
201062021,2020,3.66,3.66,158.0,147.0,147.0,3.41,3.56,3.69,3.43,3.52,21.0,43.0,66.0,90.0,112.0,3,0,Tidak Tepat Waktu
202011001,2020,3.91,3.91,36.0,27.0,27.0,3.96,3.84,4.0,0.0,,12.0,24.0,27.0,36.0,,0,0,Tepat Waktu
202011002,2020,3.72,3.72,36.0,27.0,27.0,3.71,3.67,4.0,0.0,,12.0,24.0,27.0,36.0,,0,0,Tepat Waktu
202011003,2020,3.84,3.84,36.0,27.0,27.0,3.84,3.8,4.0,0.0,,12.0,24.0,27.0,36.0,,0,0,Tepat Waktu
202011004,2020,3.89,3.89,36.0,27.0,27.0,3.92,3.84,4.0,0.0,,12.0,24.0,27.0,36.0,,0,0,Tepat Waktu
202011005,2020,3.8,3.8,36.0,27.0,27.0,3.88,3.67,4.0,0.0,,12.0,24.0,27.0,36.0,,0,0,Tepat Waktu
202011006,2020,3.76,3.76,36.0,27.0,27.0,3.67,3.8,4.0,0.0,,12.0,24.0,27.0,36.0,,0,0,Tepat Waktu
202011007,2020,3.87,3.87,36.0,27.0,27.0,3.92,3.8,4.0,0.0,,12.0,24.0,27.0,36.0,,0,0,Tepat Waktu
202011008,2020,3.84,3.84,36.0,27.0,27.0,3.88,3.75,4.0,0.0,,12.0,24.0,27.0,36.0,,0,0,Tepat Waktu
202011009,2020,3.85,3.85,36.0,27.0,27.0,3.84,3.84,4.0,0.0,,12.0,24.0,27.0,36.0,,0,0,Tepat Waktu
202011010,2020,3.8,3.8,36.0,27.0,27.0,3.75,3.8,4.0,0.0,,12.0,24.0,27.0,36.0,,0,0,Tepat Waktu
202011011,2020,3.84,3.84,45.0,36.0,36.0,3.84,3.8,4.0,0.0,3.84,12.0,24.0,27.0,36.0,45.0,0,0,Tepat Waktu
202011012,2020,3.93,3.93,36.0,27.0,27.0,3.92,3.92,4.0,0.0,,12.0,24.0,27.0,36.0,,0,0,Tepat Waktu
202011013,2020,3.84,3.84,36.0,27.0,27.0,3.84,3.8,4.0,0.0,,12.0,24.0,27.0,36.0,,0,0,Tepat Waktu
202011014,2020,3.76,3.76,36.0,27.0,27.0,3.8,3.67,4.0,0.0,,12.0,24.0,27.0,36.0,,0,0,Tepat Waktu
202011015,2020,3.8,3.8,36.0,27.0,27.0,3.88,3.67,4.0,0.0,,12.0,24.0,27.0,36.0,,0,0,Tepat Waktu
202011016,2020,3.82,3.82,36.0,27.0,27.0,3.88,3.71,4.0,0.0,,12.0,24.0,27.0,36.0,,0,0,Tepat Waktu
202012002,2020,3.88,3.88,156.0,150.0,150.0,3.81,3.82,3.92,3.82,3.96,22.0,46.0,70.0,94.0,116.0,0,0,Tidak Tepat Waktu
202012005,2020,3.87,3.87,156.0,150.0,150.0,3.75,3.89,3.93,3.86,3.84,22.0,46.0,70.0,94.0,116.0,0,0,Tidak Tepat Waktu
202012013,2020,3.79,3.79,150.0,150.0,150.0,3.62,3.63,3.82,3.85,3.9,22.0,46.0,70.0,94.0,116.0,0,0,Tidak Tepat Waktu
202012017,2020,3.83,3.83,156.0,150.0,150.0,3.74,3.71,3.89,3.81,3.93,22.0,46.0,70.0,94.0,116.0,0,0,Tidak Tepat Waktu
202012027,2020,3.82,3.82,156.0,150.0,150.0,3.68,3.75,3.81,3.82,3.89,22.0,46.0,70.0,94.0,116.0,0,0,Tidak Tepat Waktu
202012029,2020,3.87,3.87,158.0,150.0,150.0,3.78,3.78,3.97,3.92,3.78,22.0,46.0,70.0,94.0,116.0,0,0,Tidak Tepat Waktu
202012037,2020,3.84,3.84,156.0,150.0,150.0,3.78,3.81,3.99,3.91,3.63,22.0,46.0,70.0,94.0,116.0,0,0,Tidak Tepat Waktu
202012048,2020,3.85,3.85,156.0,150.0,150.0,3.69,3.75,3.92,3.84,3.93,22.0,46.0,70.0,94.0,116.0,0,0,Tidak Tepat Waktu
202022001,2020,3.71,3.71,158.0,150.0,150.0,3.68,3.82,3.64,3.64,3.62,22.0,46.0,70.0,92.0,114.0,0,0,Tidak Tepat Waktu
202022002,2020,3.69,3.69,158.0,150.0,150.0,3.71,3.67,3.7,3.6,3.73,22.0,46.0,70.0,94.0,116.0,0,0,Tidak Tepat Waktu
202022004,2020,3.75,3.75,160.0,150.0,150.0,3.65,3.54,3.81,3.64,3.56,22.0,46.0,70.0,94.0,116.0,2,0,Tidak Tepat Waktu
202022005,2020,3.65,3.65,160.0,150.0,150.0,3.74,3.43,3.66,3.49,3.5,22.0,46.0,70.0,94.0,116.0,2,0,Tidak Tepat Waktu
202022008,2020,3.82,3.82,156.0,150.0,150.0,3.74,3.84,3.88,3.82,3.75,22.0,46.0,70.0,94.0,116.0,0,0,Tidak Tepat Waktu
202022009,2020,3.79,3.79,156.0,150.0,150.0,3.72,3.81,3.79,3.78,3.71,22.0,46.0,70.0,94.0,116.0,0,0,Tidak Tepat Waktu
202022017,2020,3.71,3.71,158.0,150.0,150.0,3.72,3.72,3.74,3.67,3.62,22.0,46.0,70.0,92.0,114.0,1,0,Tidak Tepat Waktu
202022020,2020,3.61,3.61,168.0,150.0,150.0,3.59,3.38,3.35,2.79,3.53,22.0,46.0,68.0,92.0,114.0,4,0,Tidak Tepat Waktu
202022022,2020,3.68,3.68,158.0,150.0,150.0,3.68,3.81,3.66,3.67,3.5,22.0,46.0,70.0,92.0,114.0,0,0,Tidak Tepat Waktu
202022031,2020,3.77,3.77,156.0,150.0,150.0,3.81,3.72,3.71,3.66,3.81,22.0,46.0,70.0,94.0,116.0,0,0,Tidak Tepat Waktu
202022041,2020,3.82,3.82,158.0,150.0,150.0,3.78,3.9,3.79,3.68,3.85,22.0,46.0,70.0,94.0,116.0,0,0,Tidak Tepat Waktu
202022043,2020,3.67,3.67,162.0,150.0,150.0,3.62,3.43,3.72,3.49,3.73,22.0,46.0,70.0,94.0,116.0,2,0,Tidak Tepat Waktu
202022044,2020,3.6,3.6,162.0,150.0,150.0,3.65,3.35,3.57,3.48,3.56,22.0,46.0,70.0,94.0,116.0,2,0,Tidak Tepat Waktu
202022045,2020,3.63,3.63,162.0,150.0,150.0,3.72,3.38,3.67,3.2,3.46,22.0,46.0,70.0,94.0,116.0,3,0,Tidak Tepat Waktu
202022046,2020,3.78,3.78,158.0,150.0,150.0,3.78,3.82,3.79,3.67,3.84,22.0,46.0,70.0,94.0,116.0,0,0,Tidak Tepat Waktu
202022049,2020,3.71,3.71,154.0,150.0,150.0,3.62,3.46,3.72,3.59,3.72,22.0,46.0,70.0,94.0,116.0,2,0,Tidak Tepat Waktu
202022052,2020,3.7,3.7,164.0,150.0,150.0,3.75,3.35,3.75,3.49,3.67,22.0,46.0,70.0,94.0,116.0,3,0,Tidak Tepat Waktu
202022057,2020,3.68,3.68,160.0,150.0,150.0,3.78,3.39,3.75,3.58,3.53,22.0,46.0,70.0,92.0,114.0,2,0,Tidak Tepat Waktu
202022059,2020,3.7,3.7,158.0,150.0,150.0,3.78,3.6,3.77,3.61,3.64,22.0,46.0,70.0,92.0,114.0,0,0,Tidak Tepat Waktu
202022060,2020,3.65,3.65,158.0,150.0,150.0,3.68,3.71,3.75,3.52,3.52,22.0,46.0,70.0,94.0,116.0,0,0,Tidak Tepat Waktu
202032008,2020,3.77,3.77,122.0,150.0,150.0,3.7,3.72,3.89,3.92,4.0,24.0,48.0,72.0,96.0,102.0,0,0,Tepat Waktu
202032010,2020,3.73,3.73,156.0,150.0,150.0,3.66,3.82,3.54,3.7,3.87,22.0,46.0,70.0,94.0,116.0,0,0,Tidak Tepat Waktu
202032016,2020,3.59,3.59,164.0,150.0,150.0,3.49,3.75,3.49,3.48,3.44,22.0,46.0,70.0,94.0,116.0,3,0,Tidak Tepat Waktu
202032025,2020,3.55,3.55,162.0,150.0,150.0,3.53,3.66,3.17,3.44,3.65,22.0,46.0,70.0,92.0,114.0,3,0,Tidak Tepat Waktu
202032031,2020,3.71,3.71,166.0,150.0,150.0,3.68,3.79,3.11,3.63,3.31,22.0,46.0,70.0,94.0,118.0,4,0,Tidak Tepat Waktu
202042003,2020,3.78,3.78,158.0,150.0,150.0,3.77,3.72,3.76,3.84,3.7,22.0,46.0,70.0,92.0,114.0,0,0,Tidak Tepat Waktu
202042006,2020,3.73,3.73,160.0,150.0,150.0,3.66,3.78,3.47,3.68,3.57,22.0,46.0,70.0,92.0,116.0,1,0,Tidak Tepat Waktu
202042007,2020,3.64,3.64,160.0,150.0,150.0,3.63,3.7,3.49,3.34,3.53,22.0,46.0,70.0,92.0,116.0,2,0,Tidak Tepat Waktu
202042009,2020,3.71,3.71,160.0,150.0,150.0,3.68,3.61,3.66,3.67,3.79,22.0,46.0,70.0,92.0,114.0,1,0,Tidak Tepat Waktu
202042012,2020,3.76,3.76,160.0,150.0,150.0,3.74,3.74,3.72,3.64,3.76,22.0,46.0,70.0,92.0,114.0,1,0,Tidak Tepat Waktu
202042013,2020,3.75,3.75,160.0,150.0,150.0,3.63,3.79,3.71,3.78,3.66,22.0,46.0,70.0,92.0,116.0,1,0,Tidak Tepat Waktu
202042014,2020,3.68,3.68,160.0,150.0,150.0,3.65,3.68,3.6,3.52,3.7,22.0,46.0,70.0,92.0,114.0,1,0,Tidak Tepat Waktu
202042016,2020,3.65,3.65,162.0,150.0,150.0,3.63,3.64,3.64,3.29,3.72,22.0,46.0,70.0,92.0,114.0,1,0,Tidak Tepat Waktu
202042017,2020,3.7,3.7,160.0,150.0,150.0,3.71,3.56,3.63,3.67,3.79,22.0,46.0,70.0,92.0,114.0,1,0,Tidak Tepat Waktu
202042018,2020,3.68,3.68,160.0,150.0,150.0,3.63,3.6,3.65,3.59,3.7,22.0,46.0,70.0,92.0,116.0,1,0,Tidak Tepat Waktu
202042023,2020,3.72,3.72,160.0,150.0,150.0,3.71,3.71,3.64,3.67,3.7,22.0,46.0,70.0,92.0,114.0,1,0,Tidak Tepat Waktu
202042027,2020,3.78,3.78,158.0,150.0,150.0,3.66,3.74,3.83,3.77,3.91,22.0,46.0,70.0,92.0,114.0,0,0,Tidak Tepat Waktu
202042029,2020,3.64,3.64,162.0,150.0,150.0,3.63,3.64,3.6,3.32,3.71,22.0,46.0,70.0,92.0,114.0,1,0,Tidak Tepat Waktu
202042030,2020,3.67,3.67,162.0,150.0,150.0,3.66,3.59,3.66,3.31,3.74,22.0,46.0,70.0,92.0,114.0,1,0,Tidak Tepat Waktu
203012002,2020,3.88,3.88,153.0,147.0,147.0,3.81,3.82,3.87,3.9,3.94,23.0,47.0,71.0,93.0,114.0,0,0,Tidak Tepat Waktu
203012007,2020,3.85,3.85,153.0,147.0,147.0,3.76,3.73,3.86,3.87,3.91,23.0,47.0,71.0,95.0,116.0,0,0,Tidak Tepat Waktu
203022002,2020,3.72,3.72,177.0,153.0,153.0,3.68,3.61,3.75,3.13,3.59,24.0,48.0,71.0,94.0,118.0,5,0,Tidak Tepat Waktu
203022004,2020,3.88,3.88,159.0,153.0,153.0,3.88,3.84,3.94,3.89,3.8,24.0,48.0,71.0,94.0,118.0,0,0,Tidak Tepat Waktu
203022006,2020,3.83,3.83,159.0,153.0,153.0,3.8,3.62,3.85,3.9,3.88,24.0,48.0,71.0,94.0,118.0,0,0,Tidak Tepat Waktu
203022007,2020,3.79,3.79,159.0,153.0,153.0,3.79,3.54,3.76,3.94,3.71,24.0,48.0,71.0,94.0,118.0,0,0,Tidak Tepat Waktu
203022008,2020,3.79,3.79,159.0,153.0,153.0,3.79,3.63,3.8,3.81,3.9,24.0,48.0,71.0,94.0,118.0,0,0,Tidak Tepat Waktu
203022009,2020,3.71,3.71,159.0,153.0,153.0,3.73,3.57,3.71,3.7,3.67,24.0,48.0,71.0,94.0,118.0,0,0,Tidak Tepat Waktu
203022010,2020,3.69,3.69,159.0,153.0,153.0,3.69,3.61,3.68,3.71,3.59,24.0,48.0,71.0,94.0,118.0,0,0,Tidak Tepat Waktu
203022011,2020,3.76,3.76,159.0,153.0,153.0,3.69,3.61,3.8,3.76,3.71,24.0,48.0,71.0,94.0,118.0,0,0,Tidak Tepat Waktu
203022014,2020,3.72,3.72,159.0,153.0,153.0,3.72,3.54,3.68,3.73,3.67,24.0,48.0,71.0,94.0,118.0,0,0,Tidak Tepat Waktu
203022019,2020,3.77,3.77,159.0,153.0,153.0,3.75,3.48,3.75,3.81,3.88,24.0,48.0,69.0,92.0,116.0,0,0,Tidak Tepat Waktu
203022025,2020,3.76,3.76,161.0,153.0,153.0,3.62,3.57,3.77,3.89,3.67,24.0,48.0,71.0,94.0,118.0,0,0,Tidak Tepat Waktu
203032001,2020,3.53,3.53,160.0,147.0,147.0,3.44,3.24,3.53,3.53,3.53,24.0,48.0,71.0,91.0,111.0,3,0,Tidak Tepat Waktu
203042001,2020,3.66,3.66,155.0,149.0,149.0,3.56,3.71,3.76,3.45,3.65,20.0,42.0,66.0,88.0,111.0,0,0,Tidak Tepat Waktu
203042005,2020,3.71,3.71,157.0,151.0,151.0,3.72,3.69,3.62,3.57,3.65,20.0,42.0,66.0,88.0,111.0,0,0,Tidak Tepat Waktu
203042011,2020,3.66,3.66,155.0,149.0,149.0,3.72,3.7,3.84,3.53,3.37,20.0,42.0,66.0,88.0,111.0,0,0,Tidak Tepat Waktu
203042014,2020,3.63,3.63,155.0,149.0,149.0,3.6,3.59,3.69,3.41,3.54,20.0,42.0,66.0,88.0,111.0,0,0,Tidak Tepat Waktu
203042017,2020,3.69,3.69,155.0,149.0,149.0,3.77,3.68,3.78,3.49,3.56,20.0,42.0,66.0,88.0,111.0,0,0,Tidak Tepat Waktu
203042018,2020,3.62,3.62,157.0,149.0,149.0,3.5,3.61,3.69,3.22,3.5,20.0,42.0,66.0,88.0,111.0,1,0,Tidak Tepat Waktu
203042021,2020,3.78,3.78,157.0,149.0,149.0,3.74,3.81,3.8,3.53,3.87,20.0,42.0,66.0,88.0,111.0,1,0,Tidak Tepat Waktu
203052004,2020,3.78,3.78,152.0,146.0,146.0,3.84,3.72,3.64,3.64,3.89,21.0,40.0,60.0,84.0,107.0,0,0,Tidak Tepat Waktu
203052005,2020,3.84,3.84,152.0,146.0,146.0,3.84,3.83,3.73,3.82,3.94,21.0,40.0,60.0,84.0,107.0,0,0,Tidak Tepat Waktu
203052011,2020,3.77,3.77,152.0,146.0,146.0,3.79,3.73,3.64,3.67,3.87,21.0,40.0,60.0,84.0,107.0,0,0,Tidak Tepat Waktu
203052013,2020,3.74,3.74,152.0,146.0,146.0,3.81,3.76,3.7,3.48,3.85,21.0,40.0,60.0,84.0,107.0,0,0,Tidak Tepat Waktu
203052014,2020,3.78,3.78,152.0,146.0,146.0,3.79,3.65,3.7,3.68,3.89,21.0,40.0,60.0,84.0,107.0,0,0,Tidak Tepat Waktu
203082006,2020,3.84,3.84,158.0,144.0,144.0,3.43,3.94,3.93,3.76,3.48,23.0,45.0,66.0,89.0,116.0,2,0,Tidak Tepat Waktu
203082011,2020,3.68,3.68,155.0,149.0,149.0,3.46,3.61,3.69,3.63,3.84,23.0,45.0,66.0,89.0,113.0,2,0,Tidak Tepat Waktu
203082017,2020,3.62,3.62,155.0,149.0,149.0,3.34,3.46,3.8,3.66,3.7,23.0,45.0,66.0,89.0,113.0,2,0,Tidak Tepat Waktu
204011001,2020,3.84,3.84,45.0,36.0,36.0,3.67,3.88,3.84,0.0,4.0,12.0,24.0,27.0,36.0,45.0,0,0,Tepat Waktu
204011002,2020,3.81,3.81,45.0,36.0,36.0,3.67,3.92,3.84,0.0,3.84,12.0,24.0,27.0,36.0,45.0,0,0,Tepat Waktu
204011003,2020,3.96,3.96,45.0,36.0,36.0,3.88,4.0,4.0,0.0,4.0,12.0,24.0,27.0,36.0,45.0,0,0,Tepat Waktu
204011004,2020,3.85,3.85,45.0,36.0,36.0,3.67,3.92,3.84,0.0,4.0,12.0,24.0,27.0,36.0,45.0,0,0,Tepat Waktu
204011005,2020,3.78,3.78,45.0,36.0,36.0,3.67,3.84,3.84,0.0,3.84,12.0,24.0,27.0,36.0,45.0,0,0,Tepat Waktu
204011006,2020,3.84,3.84,36.0,36.0,36.0,3.67,3.88,3.84,4.0,,12.0,24.0,27.0,36.0,,0,0,Tepat Waktu
204011009,2020,3.84,3.84,45.0,36.0,36.0,3.67,3.88,3.84,0.0,4.0,12.0,24.0,27.0,36.0,45.0,0,0,Tepat Waktu
204011011,2020,3.81,3.81,54.0,36.0,36.0,3.71,3.88,3.84,0.0,0.0,12.0,24.0,27.0,36.0,45.0,1,0,Tepat Waktu
204011012,2020,3.93,3.93,45.0,36.0,36.0,3.84,3.96,4.0,0.0,4.0,12.0,24.0,27.0,36.0,45.0,0,0,Tepat Waktu
204012005,2020,3.65,3.65,155.0,147.0,147.0,3.58,3.58,3.79,3.58,3.55,22.0,45.0,68.0,91.0,112.0,0,0,Tidak Tepat Waktu
204012008,2020,3.73,3.73,155.0,147.0,147.0,3.68,3.79,3.76,3.76,3.64,22.0,45.0,68.0,91.0,112.0,0,0,Tidak Tepat Waktu
204012009,2020,3.84,3.84,153.0,147.0,147.0,3.85,3.85,3.86,3.96,3.57,22.0,45.0,68.0,91.0,112.0,0,0,Tidak Tepat Waktu
204012020,2020,3.75,3.75,153.0,147.0,147.0,3.67,3.79,3.87,3.82,3.55,22.0,45.0,68.0,91.0,112.0,0,0,Tidak Tepat Waktu
204012026,2020,3.44,3.44,154.0,147.0,147.0,3.52,3.46,3.56,3.45,3.15,22.0,45.0,68.0,91.0,112.0,1,0,Tidak Tepat Waktu
204012029,2020,3.82,3.82,153.0,147.0,147.0,3.64,3.8,0.0,3.85,3.8,22.0,45.0,45.0,68.0,91.0,0,1,Tidak Tepat Waktu
204012031,2020,3.58,3.58,153.0,147.0,147.0,3.54,3.55,3.67,3.63,3.34,22.0,45.0,68.0,91.0,112.0,1,0,Tidak Tepat Waktu
204012032,2020,3.72,3.72,155.0,147.0,147.0,3.62,3.74,3.74,3.75,3.6,22.0,45.0,68.0,91.0,112.0,0,0,Tidak Tepat Waktu
204012039,2020,3.72,3.72,153.0,147.0,147.0,3.68,3.83,3.74,3.67,3.55,22.0,45.0,68.0,91.0,112.0,1,0,Tidak Tepat Waktu
204012042,2020,3.63,3.63,153.0,147.0,147.0,3.54,3.57,3.71,3.66,3.39,22.0,45.0,68.0,91.0,112.0,1,0,Tidak Tepat Waktu
204012043,2020,3.62,3.62,147.0,147.0,147.0,3.59,3.57,3.63,3.6,3.43,22.0,45.0,68.0,91.0,112.0,1,0,Tidak Tepat Waktu
204012047,2020,3.62,3.62,153.0,147.0,147.0,3.55,3.63,3.67,3.7,3.29,22.0,45.0,68.0,91.0,112.0,1,0,Tidak Tepat Waktu
204012048,2020,3.6,3.6,153.0,147.0,147.0,3.68,3.8,3.56,3.68,3.36,22.0,45.0,68.0,91.0,112.0,1,0,Tidak Tepat Waktu
204022001,2020,3.68,3.68,155.0,147.0,147.0,3.57,3.56,3.71,3.73,3.78,23.0,45.0,68.0,91.0,112.0,1,0,Tidak Tepat Waktu
204022002,2020,3.66,3.66,157.0,147.0,147.0,3.63,3.53,3.59,3.66,3.65,23.0,45.0,68.0,91.0,112.0,1,0,Tidak Tepat Waktu
204022003,2020,3.71,3.71,155.0,147.0,147.0,3.6,3.74,3.79,3.68,3.8,23.0,45.0,68.0,91.0,112.0,1,0,Tidak Tepat Waktu
204022004,2020,3.64,3.64,155.0,147.0,147.0,3.58,3.59,3.66,3.58,3.67,23.0,45.0,68.0,91.0,112.0,1,0,Tidak Tepat Waktu
204022007,2020,3.7,3.7,155.0,147.0,147.0,3.55,3.59,3.61,3.79,3.77,23.0,45.0,68.0,91.0,112.0,0,0,Tidak Tepat Waktu
204022008,2020,3.64,3.64,155.0,147.0,147.0,3.63,3.58,3.65,3.7,3.67,23.0,45.0,68.0,91.0,112.0,0,0,Tidak Tepat Waktu
204022009,2020,3.68,3.68,157.0,147.0,147.0,3.58,3.62,3.61,3.76,3.75,23.0,45.0,68.0,91.0,112.0,1,0,Tidak Tepat Waktu
204022016,2020,3.63,3.63,155.0,147.0,147.0,3.51,3.63,3.7,3.6,3.67,23.0,45.0,68.0,91.0,112.0,1,0,Tidak Tepat Waktu
204022017,2020,3.69,3.69,157.0,147.0,147.0,3.55,3.58,3.73,3.7,3.76,23.0,45.0,68.0,91.0,112.0,1,0,Tidak Tepat Waktu
204022024,2020,3.65,3.65,155.0,147.0,147.0,3.57,3.65,3.66,3.73,3.61,23.0,45.0,68.0,91.0,112.0,1,0,Tidak Tepat Waktu
204022027,2020,3.58,3.58,155.0,147.0,147.0,3.54,3.56,3.66,3.63,3.39,23.0,45.0,68.0,91.0,112.0,1,0,Tidak Tepat Waktu
204022030,2020,3.84,3.84,149.0,147.0,147.0,3.86,3.7,3.91,3.85,3.87,23.0,45.0,68.0,91.0,112.0,1,0,Tidak Tepat Waktu
204022033,2020,3.71,3.71,155.0,147.0,147.0,3.52,3.59,3.66,3.74,3.89,23.0,45.0,68.0,91.0,112.0,0,0,Tidak Tepat Waktu
204022034,2020,3.78,3.78,157.0,147.0,147.0,3.7,3.44,3.88,3.72,3.91,23.0,45.0,68.0,91.0,112.0,1,0,Tidak Tepat Waktu
204022038,2020,3.75,3.75,157.0,147.0,147.0,3.6,3.5,3.9,3.77,3.76,23.0,45.0,68.0,91.0,112.0,1,0,Tidak Tepat Waktu
204022041,2020,3.66,3.66,155.0,147.0,147.0,3.54,3.5,3.61,3.73,3.73,23.0,45.0,68.0,91.0,112.0,1,0,Tidak Tepat Waktu
204022042,2020,3.75,3.75,157.0,147.0,147.0,3.59,3.47,3.8,3.77,3.95,23.0,45.0,68.0,91.0,112.0,1,0,Tidak Tepat Waktu
204022048,2020,3.64,3.64,155.0,147.0,147.0,3.58,3.58,3.62,3.68,3.67,23.0,45.0,68.0,91.0,112.0,0,0,Tidak Tepat Waktu
204022049,2020,3.57,3.57,157.0,147.0,147.0,3.46,3.43,3.57,3.61,3.61,23.0,45.0,68.0,91.0,112.0,1,0,Tidak Tepat Waktu
204022051,2020,3.79,3.79,155.0,147.0,147.0,3.64,3.67,3.91,3.81,3.84,23.0,45.0,68.0,91.0,112.0,1,0,Tidak Tepat Waktu
204022052,2020,3.66,3.66,157.0,147.0,147.0,3.58,3.55,3.63,3.72,3.81,23.0,45.0,68.0,91.0,112.0,0,0,Tidak Tepat Waktu
204022054,2020,3.66,3.66,155.0,147.0,147.0,3.63,3.61,3.53,3.73,3.77,23.0,45.0,68.0,91.0,112.0,0,0,Tidak Tepat Waktu
204022056,2020,3.59,3.59,157.0,147.0,147.0,3.6,3.53,3.54,3.73,3.72,23.0,45.0,68.0,91.0,112.0,0,0,Tidak Tepat Waktu
